segment_id,subject,session,label,source_file,source_epoch_index,start_sample_in_epoch,stop_sample_exclusive,source_sfreq,sfreq,unit,waveform_file,array_index,source_urevents,qc_pass,included,max_abs_uv,max_ptp_uv,min_channel_std_uv,exclusion_reason
sub-01_ses-1_e0015_s000000,sub-01,ses-1,0,sub-01_ses-1.set,15,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,15,[19.0],True,True,38.81880187988281,73.73394012451172,3.048240009402403,
sub-01_ses-1_e0016_s000000,sub-01,ses-1,0,sub-01_ses-1.set,16,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,16,[20.0],True,True,40.29410171508789,76.52593231201172,3.494545356346093,
sub-01_ses-1_e0017_s000000,sub-01,ses-1,0,sub-01_ses-1.set,17,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,17,[21.0],True,True,39.34160614013672,71.05345153808594,3.126067116087371,
sub-01_ses-1_e0018_s000000,sub-01,ses-1,0,sub-01_ses-1.set,18,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,18,[22.0],True,True,36.93707275390625,65.80770111083984,2.9214958025294404,
sub-01_ses-1_e0019_s000000,sub-01,ses-1,0,sub-01_ses-1.set,19,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,19,[23.0],True,True,50.67000961303711,73.62162017822266,3.3558031785890607,
sub-01_ses-1_e0020_s000000,sub-01,ses-1,0,sub-01_ses-1.set,20,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,20,[24.0],True,True,42.37689208984375,51.31951904296875,3.0431115719369486,
sub-01_ses-1_e0021_s000000,sub-01,ses-1,0,sub-01_ses-1.set,21,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,21,[25.0],True,True,39.85572814941406,60.280887603759766,3.8479078388727146,
sub-01_ses-1_e0022_s000000,sub-01,ses-1,0,sub-01_ses-1.set,22,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,22,[26.0],True,True,37.211402893066406,55.788082122802734,2.6583848682173077,
sub-01_ses-1_e0023_s000000,sub-01,ses-1,0,sub-01_ses-1.set,23,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,23,[27.0],True,True,36.934810638427734,61.411895751953125,3.202983405130886,
sub-01_ses-1_e0024_s000000,sub-01,ses-1,0,sub-01_ses-1.set,24,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,24,[28.0],True,True,32.933876037597656,64.48591613769531,2.780387126966396,
sub-01_ses-1_e0025_s000000,sub-01,ses-1,0,sub-01_ses-1.set,25,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,25,[29.0],True,True,32.61780548095703,63.33097839355469,2.8665344497148313,
sub-01_ses-1_e0026_s000000,sub-01,ses-1,0,sub-01_ses-1.set,26,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,26,[30.0],True,True,33.451961517333984,65.42565155029297,3.325055345924509,
sub-01_ses-1_e0027_s000000,sub-01,ses-1,0,sub-01_ses-1.set,27,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,27,[31.0],True,True,31.98136329650879,57.27220916748047,2.707842499258395,
sub-01_ses-1_e0028_s000000,sub-01,ses-1,0,sub-01_ses-1.set,28,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,28,[32.0],True,True,41.42647933959961,66.45818328857422,2.7957766487091322,
sub-01_ses-1_e0029_s000000,sub-01,ses-1,0,sub-01_ses-1.set,29,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,29,[33.0],True,True,31.40423583984375,54.42414474487305,2.5305131700522163,
sub-01_ses-1_e0030_s000000,sub-01,ses-1,0,sub-01_ses-1.set,30,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,30,[35.0],True,True,31.31796646118164,56.22520446777344,2.1494720967265097,
sub-01_ses-1_e0031_s000000,sub-01,ses-1,0,sub-01_ses-1.set,31,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,31,[36.0],True,True,31.102447509765625,50.90253448486328,2.683024875298839,
sub-01_ses-1_e0032_s000000,sub-01,ses-1,0,sub-01_ses-1.set,32,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,32,[37.0],True,True,34.426937103271484,50.89653015136719,2.764467168703546,
sub-01_ses-1_e0033_s000000,sub-01,ses-1,0,sub-01_ses-1.set,33,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,33,[40.0],True,True,39.10906219482422,63.39314270019531,3.2466200850130953,
sub-01_ses-1_e0034_s000000,sub-01,ses-1,0,sub-01_ses-1.set,34,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,34,[41.0],True,True,41.884639739990234,80.37297058105469,2.9266656864069525,
sub-01_ses-1_e0035_s000000,sub-01,ses-1,0,sub-01_ses-1.set,35,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,35,[42.0],True,True,33.98630142211914,52.20641326904297,2.600695944875598,
sub-01_ses-1_e0036_s000000,sub-01,ses-1,0,sub-01_ses-1.set,36,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,36,[43.0],True,True,41.48293685913086,75.02934265136719,2.740414528371515,
sub-01_ses-1_e0037_s000000,sub-01,ses-1,0,sub-01_ses-1.set,37,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,37,[44.0],True,True,33.78293991088867,63.91808319091797,2.861950886899417,
sub-01_ses-1_e0038_s000000,sub-01,ses-1,0,sub-01_ses-1.set,38,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,38,[45.0],True,True,41.4858512878418,69.73944854736328,2.7724524324981106,
sub-01_ses-1_e0039_s000000,sub-01,ses-1,0,sub-01_ses-1.set,39,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,39,[46.0],True,True,36.61439514160156,67.88079833984375,2.6793113807620412,
sub-01_ses-1_e0040_s000000,sub-01,ses-1,0,sub-01_ses-1.set,40,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,40,[47.0],True,True,40.13436508178711,67.05677795410156,2.3610975102953757,
sub-01_ses-1_e0041_s000000,sub-01,ses-1,0,sub-01_ses-1.set,41,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,41,[48.0],True,True,33.81074142456055,61.82765197753906,2.830833707036479,
sub-01_ses-1_e0042_s000000,sub-01,ses-1,0,sub-01_ses-1.set,42,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,42,[49.0],True,True,34.82325744628906,69.5452880859375,3.216942803440899,
sub-01_ses-1_e0043_s000000,sub-01,ses-1,0,sub-01_ses-1.set,43,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,43,[50.0],True,True,30.268129348754883,57.345848083496094,2.9691252551828353,
sub-01_ses-1_e0044_s000000,sub-01,ses-1,0,sub-01_ses-1.set,44,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,44,[51.0],True,True,32.07535171508789,57.00959777832031,2.821960529709854,
sub-01_ses-1_e0045_s000000,sub-01,ses-1,0,sub-01_ses-1.set,45,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,45,[52.0],True,True,32.58449935913086,52.19802474975586,2.7572522176445657,
sub-01_ses-1_e0046_s000000,sub-01,ses-1,0,sub-01_ses-1.set,46,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,46,[53.0],True,True,29.273935317993164,52.84049987792969,2.6115857597472076,
sub-01_ses-1_e0047_s000000,sub-01,ses-1,0,sub-01_ses-1.set,47,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,47,[54.0],True,True,31.0860652923584,60.69677734375,2.838672258869266,
sub-01_ses-1_e0048_s000000,sub-01,ses-1,0,sub-01_ses-1.set,48,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,48,[55.0],True,True,32.402278900146484,47.367942810058594,3.223873309558943,
sub-01_ses-1_e0049_s000000,sub-01,ses-1,0,sub-01_ses-1.set,49,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,49,[56.0],True,True,34.157779693603516,52.998313903808594,2.568433919536656,
sub-01_ses-1_e0050_s000000,sub-01,ses-1,0,sub-01_ses-1.set,50,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,50,[57.0],True,True,28.949567794799805,45.69878387451172,2.8941958612488645,
sub-01_ses-1_e0051_s000000,sub-01,ses-1,0,sub-01_ses-1.set,51,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,51,[58.0],True,True,35.701019287109375,67.8554916381836,2.845775192305758,
sub-01_ses-1_e0052_s000000,sub-01,ses-1,0,sub-01_ses-1.set,52,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,52,[59.0],True,True,40.122169494628906,62.539833068847656,2.5811076672256834,
sub-01_ses-1_e0053_s000000,sub-01,ses-1,0,sub-01_ses-1.set,53,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,53,[60.0],True,True,36.5719108581543,67.13847351074219,2.655741388803071,
sub-01_ses-1_e0054_s000000,sub-01,ses-1,0,sub-01_ses-1.set,54,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,54,[61.0],True,True,32.21440887451172,50.927894592285156,2.968723874190035,
sub-01_ses-1_e0055_s000000,sub-01,ses-1,0,sub-01_ses-1.set,55,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,55,[62.0],True,True,35.910892486572266,58.571502685546875,2.5481616080448655,
sub-01_ses-1_e0056_s000000,sub-01,ses-1,0,sub-01_ses-1.set,56,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,56,[63.0],True,True,49.3176155090332,78.39556884765625,2.51988652418536,
sub-01_ses-1_e0057_s000000,sub-01,ses-1,0,sub-01_ses-1.set,57,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,57,[64.0],True,True,33.9409294128418,60.590415954589844,2.8705915245776366,
sub-01_ses-1_e0058_s000000,sub-01,ses-1,0,sub-01_ses-1.set,58,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,58,[65.0],True,True,36.617427825927734,62.732513427734375,3.3296477057623797,
sub-01_ses-1_e0059_s000000,sub-01,ses-1,0,sub-01_ses-1.set,59,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,59,[66.0],True,True,70.6325912475586,87.3721694946289,3.2972445320767276,
sub-01_ses-1_e0060_s000000,sub-01,ses-1,0,sub-01_ses-1.set,60,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,60,[67.0],True,True,39.21821212768555,64.2897720336914,2.753907949616776,
sub-01_ses-1_e0061_s000000,sub-01,ses-1,0,sub-01_ses-1.set,61,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,61,[68.0],True,True,32.37377166748047,60.677520751953125,3.0018421376294975,
sub-01_ses-1_e0062_s000000,sub-01,ses-1,0,sub-01_ses-1.set,62,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,62,[69.0],True,True,36.47830581665039,59.23654556274414,2.6697418868305363,
sub-01_ses-1_e0063_s000000,sub-01,ses-1,0,sub-01_ses-1.set,63,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,63,[70.0],True,True,35.40166091918945,58.66083526611328,3.1960915390441893,
sub-01_ses-1_e0064_s000000,sub-01,ses-1,0,sub-01_ses-1.set,64,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,64,[71.0],True,True,43.24138259887695,67.16262817382812,3.065851441701092,
sub-01_ses-1_e0065_s000000,sub-01,ses-1,0,sub-01_ses-1.set,65,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,65,[72.0],True,True,40.98814392089844,68.30084991455078,2.8497013359651784,
sub-01_ses-1_e0066_s000000,sub-01,ses-1,0,sub-01_ses-1.set,66,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,66,[73.0],True,True,43.375614166259766,79.28504943847656,2.5158384145908306,
sub-01_ses-1_e0067_s000000,sub-01,ses-1,0,sub-01_ses-1.set,67,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,67,[74.0],True,True,44.92642593383789,76.04446411132812,2.704753230446823,
sub-01_ses-1_e0068_s000000,sub-01,ses-1,0,sub-01_ses-1.set,68,0,2000,500.0,500,uV,waveforms/sub-01_ses-1.npy,68,[75.0],True,True,40.32268524169922,74.24122619628906,2.774765588233635,
sub-01_ses-2_e0000_s000000,sub-01,ses-2,1,sub-01_ses-2.set,0,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,0,[1.0],True,True,45.37825393676758,70.13428497314453,2.4808371558647013,
sub-01_ses-2_e0001_s000000,sub-01,ses-2,1,sub-01_ses-2.set,1,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,1,[2.0],True,True,37.815975189208984,74.56401062011719,2.998443031891053,
sub-01_ses-2_e0002_s000000,sub-01,ses-2,1,sub-01_ses-2.set,2,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,2,[3.0],True,True,33.76780319213867,63.100120544433594,2.5987692515809404,
sub-01_ses-2_e0003_s000000,sub-01,ses-2,1,sub-01_ses-2.set,3,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,3,[4.0],True,True,32.423797607421875,54.099769592285156,2.803865480614144,
sub-01_ses-2_e0004_s000000,sub-01,ses-2,1,sub-01_ses-2.set,4,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,4,[5.0],True,True,24.9232177734375,49.260772705078125,2.766535865608216,
sub-01_ses-2_e0005_s000000,sub-01,ses-2,1,sub-01_ses-2.set,5,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,5,[6.0],True,True,40.630210876464844,59.52225112915039,2.758598224840269,
sub-01_ses-2_e0006_s000000,sub-01,ses-2,1,sub-01_ses-2.set,6,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,6,[7.0],True,True,30.372499465942383,42.84054183959961,2.27231856456315,
sub-01_ses-2_e0007_s000000,sub-01,ses-2,1,sub-01_ses-2.set,7,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,7,[8.0],True,True,33.73063659667969,50.402976989746094,2.704290899739854,
sub-01_ses-2_e0008_s000000,sub-01,ses-2,1,sub-01_ses-2.set,8,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,8,[9.0],True,True,29.928630828857422,45.52248764038086,2.5657731896346783,
sub-01_ses-2_e0009_s000000,sub-01,ses-2,1,sub-01_ses-2.set,9,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,9,[10.0],True,True,28.667171478271484,57.22272491455078,2.666667584732886,
sub-01_ses-2_e0010_s000000,sub-01,ses-2,1,sub-01_ses-2.set,10,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,10,[11.0],True,True,32.36195755004883,46.13424301147461,2.5654544574166462,
sub-01_ses-2_e0011_s000000,sub-01,ses-2,1,sub-01_ses-2.set,11,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,11,[12.0],True,True,30.716218948364258,54.18364715576172,2.0913116408226236,
sub-01_ses-2_e0012_s000000,sub-01,ses-2,1,sub-01_ses-2.set,12,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,12,[13.0],True,True,32.976192474365234,57.33507537841797,2.709704920550717,
sub-01_ses-2_e0013_s000000,sub-01,ses-2,1,sub-01_ses-2.set,13,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,13,[14.0],True,True,29.640789031982422,46.643409729003906,2.4133844683835024,
sub-01_ses-2_e0014_s000000,sub-01,ses-2,1,sub-01_ses-2.set,14,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,14,[15.0],True,True,30.1840877532959,48.67500305175781,2.5419467882841165,
sub-01_ses-2_e0015_s000000,sub-01,ses-2,1,sub-01_ses-2.set,15,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,15,[16.0],True,True,35.94560241699219,51.08740234375,3.426871283631584,
sub-01_ses-2_e0016_s000000,sub-01,ses-2,1,sub-01_ses-2.set,16,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,16,[17.0],True,True,28.614213943481445,50.48920822143555,2.4931944365076584,
sub-01_ses-2_e0017_s000000,sub-01,ses-2,1,sub-01_ses-2.set,17,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,17,[18.0],True,True,31.59955406188965,57.33024978637695,2.615985081330669,
sub-01_ses-2_e0018_s000000,sub-01,ses-2,1,sub-01_ses-2.set,18,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,18,[19.0],True,True,43.809268951416016,74.58111572265625,3.210327309533617,
sub-01_ses-2_e0019_s000000,sub-01,ses-2,1,sub-01_ses-2.set,19,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,19,[21.0],True,True,37.342342376708984,62.566314697265625,2.300080095395386,
sub-01_ses-2_e0020_s000000,sub-01,ses-2,1,sub-01_ses-2.set,20,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,20,[23.0],True,True,29.615760803222656,57.115074157714844,2.2509039441985754,
sub-01_ses-2_e0021_s000000,sub-01,ses-2,1,sub-01_ses-2.set,21,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,21,[24.0],True,True,35.43204116821289,66.92893981933594,2.4426119649929725,
sub-01_ses-2_e0022_s000000,sub-01,ses-2,1,sub-01_ses-2.set,22,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,22,[25.0],True,True,37.75154495239258,64.97286987304688,2.8059644247552638,
sub-01_ses-2_e0023_s000000,sub-01,ses-2,1,sub-01_ses-2.set,23,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,23,[26.0],True,True,33.760841369628906,64.19874572753906,2.5976016989284005,
sub-01_ses-2_e0024_s000000,sub-01,ses-2,1,sub-01_ses-2.set,24,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,24,[27.0],True,True,36.77263641357422,66.31489562988281,2.4290002625228313,
sub-01_ses-2_e0025_s000000,sub-01,ses-2,1,sub-01_ses-2.set,25,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,25,[28.0],True,True,31.04770278930664,57.44464874267578,2.6037099002582336,
sub-01_ses-2_e0026_s000000,sub-01,ses-2,1,sub-01_ses-2.set,26,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,26,[29.0],True,True,32.49274826049805,52.17466735839844,2.9647343570545917,
sub-01_ses-2_e0027_s000000,sub-01,ses-2,1,sub-01_ses-2.set,27,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,27,[30.0],True,True,35.856327056884766,65.022216796875,2.918051344277353,
sub-01_ses-2_e0028_s000000,sub-01,ses-2,1,sub-01_ses-2.set,28,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,28,[31.0],True,True,32.397972106933594,56.51649856567383,2.723761757117701,
sub-01_ses-2_e0029_s000000,sub-01,ses-2,1,sub-01_ses-2.set,29,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,29,[32.0],True,True,38.519161224365234,70.85490417480469,2.973739906019699,
sub-01_ses-2_e0030_s000000,sub-01,ses-2,1,sub-01_ses-2.set,30,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,30,[33.0],True,True,32.76122283935547,57.30842971801758,2.7815397065711083,
sub-01_ses-2_e0031_s000000,sub-01,ses-2,1,sub-01_ses-2.set,31,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,31,[34.0],True,True,33.454734802246094,64.79978942871094,2.674166672008542,
sub-01_ses-2_e0032_s000000,sub-01,ses-2,1,sub-01_ses-2.set,32,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,32,[35.0],True,True,34.529869079589844,58.29021453857422,3.415675820184491,
sub-01_ses-2_e0033_s000000,sub-01,ses-2,1,sub-01_ses-2.set,33,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,33,[36.0],True,True,36.839908599853516,67.36647033691406,3.662583231073414,
sub-01_ses-2_e0034_s000000,sub-01,ses-2,1,sub-01_ses-2.set,34,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,34,[37.0],True,True,36.467529296875,61.76428985595703,3.0921776178169758,
sub-01_ses-2_e0035_s000000,sub-01,ses-2,1,sub-01_ses-2.set,35,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,35,[38.0],True,True,33.95811462402344,61.10914993286133,3.5365127378134744,
sub-01_ses-2_e0036_s000000,sub-01,ses-2,1,sub-01_ses-2.set,36,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,36,[39.0],True,True,34.25758743286133,60.60296630859375,3.206289190975439,
sub-01_ses-2_e0037_s000000,sub-01,ses-2,1,sub-01_ses-2.set,37,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,37,[40.0],True,True,35.72447204589844,62.08769226074219,3.857794194957967,
sub-01_ses-2_e0038_s000000,sub-01,ses-2,1,sub-01_ses-2.set,38,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,38,[41.0],True,True,36.4938850402832,69.59011840820312,4.280070926484157,
sub-01_ses-2_e0039_s000000,sub-01,ses-2,1,sub-01_ses-2.set,39,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,39,[42.0],True,True,28.418094635009766,52.01033020019531,2.970159446990099,
sub-01_ses-2_e0040_s000000,sub-01,ses-2,1,sub-01_ses-2.set,40,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,40,[43.0],True,True,28.566015243530273,48.723854064941406,3.3131815785407333,
sub-01_ses-2_e0041_s000000,sub-01,ses-2,1,sub-01_ses-2.set,41,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,41,[44.0],True,True,26.97275161743164,51.27928924560547,2.4344716929247054,
sub-01_ses-2_e0042_s000000,sub-01,ses-2,1,sub-01_ses-2.set,42,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,42,[45.0],True,True,32.91490936279297,64.11167907714844,2.9741130031739855,
sub-01_ses-2_e0043_s000000,sub-01,ses-2,1,sub-01_ses-2.set,43,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,43,[46.0],True,True,36.29924392700195,58.835105895996094,2.5664835575183975,
sub-01_ses-2_e0044_s000000,sub-01,ses-2,1,sub-01_ses-2.set,44,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,44,[47.0],True,True,32.315250396728516,54.831016540527344,2.8772145731805754,
sub-01_ses-2_e0045_s000000,sub-01,ses-2,1,sub-01_ses-2.set,45,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,45,[48.0],True,True,32.454132080078125,59.998226165771484,2.641224340685874,
sub-01_ses-2_e0046_s000000,sub-01,ses-2,1,sub-01_ses-2.set,46,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,46,[49.0],True,True,33.3665885925293,62.457847595214844,2.6081859579355267,
sub-01_ses-2_e0047_s000000,sub-01,ses-2,1,sub-01_ses-2.set,47,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,47,[50.0],True,True,35.43699264526367,63.82794952392578,2.678470448815269,
sub-01_ses-2_e0048_s000000,sub-01,ses-2,1,sub-01_ses-2.set,48,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,48,[51.0],True,True,35.84432601928711,62.75701904296875,2.3211222996300496,
sub-01_ses-2_e0049_s000000,sub-01,ses-2,1,sub-01_ses-2.set,49,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,49,[52.0],True,True,38.42121124267578,61.50171661376953,2.804457102651034,
sub-01_ses-2_e0050_s000000,sub-01,ses-2,1,sub-01_ses-2.set,50,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,50,[53.0],True,True,40.05324172973633,71.170166015625,4.549146871408072,
sub-01_ses-2_e0051_s000000,sub-01,ses-2,1,sub-01_ses-2.set,51,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,51,[54.0],True,True,37.93692398071289,69.3480224609375,3.0453066585337565,
sub-01_ses-2_e0052_s000000,sub-01,ses-2,1,sub-01_ses-2.set,52,0,2000,500.0,500,uV,waveforms/sub-01_ses-2.npy,52,[55.0],True,True,34.01593017578125,62.54912567138672,3.207240496581723,
