session_block_order,visit_pair,subject,session,visit_index,label,segment_id,source_epoch_index,block_span,stream_position,within_block_position,batch_index,batch_n,is_final_batch_of_block,batch_offset,waveform_file,array_index
metadata_order,ses-1->ses-2,sub-02,ses-1,0,0,sub-02_ses-1_e0026_s000000,26,70,26,26,0,32,False,26,waveforms/sub-02_ses-1.npy,26
metadata_order,ses-1->ses-2,sub-02,ses-1,0,0,sub-02_ses-1_e0027_s000000,27,70,27,27,0,32,False,27,waveforms/sub-02_ses-1.npy,27
metadata_order,ses-1->ses-2,sub-02,ses-1,0,0,sub-02_ses-1_e0028_s000000,28,70,28,28,0,32,False,28,waveforms/sub-02_ses-1.npy,28
metadata_order,ses-1->ses-2,sub-02,ses-1,0,0,sub-02_ses-1_e0029_s000000,29,70,29,29,0,32,False,29,waveforms/sub-02_ses-1.npy,29
metadata_order,ses-1->ses-2,sub-02,ses-1,0,0,sub-02_ses-1_e0030_s000000,30,70,30,30,0,32,False,30,waveforms/sub-02_ses-1.npy,30
metadata_order,ses-1->ses-2,sub-02,ses-1,0,0,sub-02_ses-1_e0031_s000000,31,70,31,31,0,32,False,31,waveforms/sub-02_ses-1.npy,31
metadata_order,ses-1->ses-2,sub-02,ses-1,0,0,sub-02_ses-1_e0032_s000000,32,70,32,32,1,32,False,0,waveforms/sub-02_ses-1.npy,32
metadata_order,ses-1->ses-2,sub-02,ses-1,0,0,sub-02_ses-1_e0033_s000000,33,70,33,33,1,32,False,1,waveforms/sub-02_ses-1.npy,33
metadata_order,ses-1->ses-2,sub-02,ses-1,0,0,sub-02_ses-1_e0034_s000000,34,70,34,34,1,32,False,2,waveforms/sub-02_ses-1.npy,34
metadata_order,ses-1->ses-2,sub-02,ses-1,0,0,sub-02_ses-1_e0035_s000000,35,70,35,35,1,32,False,3,waveforms/sub-02_ses-1.npy,35
metadata_order,ses-1->ses-2,sub-02,ses-1,0,0,sub-02_ses-1_e0036_s000000,36,70,36,36,1,32,False,4,waveforms/sub-02_ses-1.npy,36
metadata_order,ses-1->ses-2,sub-02,ses-1,0,0,sub-02_ses-1_e0037_s000000,37,70,37,37,1,32,False,5,waveforms/sub-02_ses-1.npy,37
metadata_order,ses-1->ses-2,sub-02,ses-1,0,0,sub-02_ses-1_e0038_s000000,38,70,38,38,1,32,False,6,waveforms/sub-02_ses-1.npy,38
metadata_order,ses-1->ses-2,sub-02,ses-1,0,0,sub-02_ses-1_e0039_s000000,39,70,39,39,1,32,False,7,waveforms/sub-02_ses-1.npy,39
metadata_order,ses-1->ses-2,sub-02,ses-1,0,0,sub-02_ses-1_e0040_s000000,40,70,40,40,1,32,False,8,waveforms/sub-02_ses-1.npy,40
