subject,file_name,epoch_index,global_epoch_index,batch_file
sub-01,sub-01_ses-1.set,45,45,batch_0000.npy
sub-01,sub-01_ses-1.set,46,46,batch_0000.npy
sub-01,sub-01_ses-1.set,47,47,batch_0000.npy
sub-01,sub-01_ses-1.set,48,48,batch_0000.npy
sub-01,sub-01_ses-1.set,49,49,batch_0000.npy
sub-01,sub-01_ses-1.set,50,50,batch_0000.npy
sub-01,sub-01_ses-1.set,51,51,batch_0000.npy
sub-01,sub-01_ses-1.set,52,52,batch_0000.npy
sub-01,sub-01_ses-1.set,53,53,batch_0000.npy
sub-01,sub-01_ses-1.set,54,54,batch_0000.npy
sub-01,sub-01_ses-1.set,55,55,batch_0000.npy
sub-01,sub-01_ses-1.set,56,56,batch_0000.npy
sub-01,sub-01_ses-1.set,57,57,batch_0000.npy
sub-01,sub-01_ses-1.set,58,58,batch_0000.npy
sub-01,sub-01_ses-1.set,59,59,batch_0000.npy
sub-01,sub-01_ses-1.set,60,60,batch_0000.npy
sub-01,sub-01_ses-1.set,61,61,batch_0000.npy
sub-01,sub-01_ses-1.set,62,62,batch_0000.npy
sub-01,sub-01_ses-1.set,63,63,batch_0000.npy
sub-01,sub-01_ses-1.set,64,64,batch_0000.npy
sub-01,sub-01_ses-1.set,65,65,batch_0000.npy
sub-01,sub-01_ses-1.set,66,66,batch_0000.npy
sub-01,sub-01_ses-1.set,67,67,batch_0000.npy
sub-01,sub-01_ses-1.set,68,68,batch_0000.npy
sub-02,sub-02_ses-1.set,0,69,batch_0001.npy
sub-02,sub-02_ses-1.set,1,70,batch_0001.npy
sub-02,sub-02_ses-1.set,2,71,batch_0001.npy
sub-02,sub-02_ses-1.set,3,72,batch_0001.npy
sub-02,sub-02_ses-1.set,4,73,batch_0001.npy
sub-02,sub-02_ses-1.set,5,74,batch_0001.npy
sub-02,sub-02_ses-1.set,6,75,batch_0001.npy
sub-02,sub-02_ses-1.set,7,76,batch_0001.npy
sub-02,sub-02_ses-1.set,8,77,batch_0001.npy
sub-02,sub-02_ses-1.set,9,78,batch_0001.npy
sub-02,sub-02_ses-1.set,10,79,batch_0001.npy
sub-02,sub-02_ses-1.set,11,80,batch_0001.npy
sub-02,sub-02_ses-1.set,12,81,batch_0001.npy
sub-02,sub-02_ses-1.set,13,82,batch_0001.npy
sub-02,sub-02_ses-1.set,14,83,batch_0001.npy
sub-02,sub-02_ses-1.set,15,84,batch_0001.npy
sub-02,sub-02_ses-1.set,16,85,batch_0001.npy
sub-02,sub-02_ses-1.set,17,86,batch_0001.npy
sub-02,sub-02_ses-1.set,18,87,batch_0001.npy
sub-02,sub-02_ses-1.set,19,88,batch_0001.npy
sub-02,sub-02_ses-1.set,20,89,batch_0001.npy
sub-02,sub-02_ses-1.set,21,90,batch_0001.npy
sub-02,sub-02_ses-1.set,22,91,batch_0001.npy
sub-02,sub-02_ses-1.set,23,92,batch_0001.npy
sub-02,sub-02_ses-1.set,24,93,batch_0001.npy
sub-02,sub-02_ses-1.set,25,94,batch_0001.npy
sub-02,sub-02_ses-1.set,26,95,batch_0001.npy
sub-02,sub-02_ses-1.set,27,96,batch_0001.npy
sub-02,sub-02_ses-1.set,28,97,batch_0001.npy
sub-02,sub-02_ses-1.set,29,98,batch_0001.npy
sub-02,sub-02_ses-1.set,30,99,batch_0001.npy
sub-02,sub-02_ses-1.set,31,100,batch_0001.npy
sub-02,sub-02_ses-1.set,32,101,batch_0001.npy
sub-02,sub-02_ses-1.set,33,102,batch_0001.npy
sub-02,sub-02_ses-1.set,34,103,batch_0001.npy
sub-02,sub-02_ses-1.set,35,104,batch_0001.npy
sub-02,sub-02_ses-1.set,36,105,batch_0001.npy
sub-02,sub-02_ses-1.set,37,106,batch_0001.npy
sub-02,sub-02_ses-1.set,38,107,batch_0001.npy
sub-02,sub-02_ses-1.set,39,108,batch_0001.npy
sub-02,sub-02_ses-1.set,40,109,batch_0001.npy
sub-02,sub-02_ses-1.set,41,110,batch_0001.npy
sub-02,sub-02_ses-1.set,42,111,batch_0001.npy
sub-02,sub-02_ses-1.set,43,112,batch_0001.npy
sub-02,sub-02_ses-1.set,44,113,batch_0001.npy
sub-02,sub-02_ses-1.set,45,114,batch_0001.npy
sub-02,sub-02_ses-1.set,46,115,batch_0001.npy
sub-02,sub-02_ses-1.set,47,116,batch_0001.npy
sub-02,sub-02_ses-1.set,48,117,batch_0001.npy
sub-02,sub-02_ses-1.set,49,118,batch_0001.npy
sub-02,sub-02_ses-1.set,50,119,batch_0001.npy
sub-02,sub-02_ses-1.set,51,120,batch_0001.npy
sub-02,sub-02_ses-1.set,52,121,batch_0001.npy
sub-02,sub-02_ses-1.set,53,122,batch_0001.npy
sub-02,sub-02_ses-1.set,54,123,batch_0001.npy
sub-02,sub-02_ses-1.set,55,124,batch_0001.npy
sub-02,sub-02_ses-1.set,56,125,batch_0001.npy
sub-02,sub-02_ses-1.set,57,126,batch_0001.npy
sub-02,sub-02_ses-1.set,58,127,batch_0001.npy
sub-02,sub-02_ses-1.set,59,128,batch_0001.npy
sub-02,sub-02_ses-1.set,60,129,batch_0001.npy
sub-02,sub-02_ses-1.set,61,130,batch_0001.npy
sub-02,sub-02_ses-1.set,62,131,batch_0001.npy
sub-02,sub-02_ses-1.set,63,132,batch_0001.npy
sub-02,sub-02_ses-1.set,64,133,batch_0001.npy
sub-02,sub-02_ses-1.set,65,134,batch_0001.npy
sub-02,sub-02_ses-1.set,66,135,batch_0001.npy
sub-02,sub-02_ses-1.set,67,136,batch_0001.npy
sub-02,sub-02_ses-1.set,68,137,batch_0001.npy
sub-02,sub-02_ses-1.set,69,138,batch_0001.npy
sub-03,sub-03_ses-1.set,0,139,batch_0002.npy
sub-03,sub-03_ses-1.set,1,140,batch_0002.npy
sub-03,sub-03_ses-1.set,2,141,batch_0002.npy
sub-03,sub-03_ses-1.set,3,142,batch_0002.npy
sub-03,sub-03_ses-1.set,4,143,batch_0002.npy
sub-03,sub-03_ses-1.set,5,144,batch_0002.npy
sub-03,sub-03_ses-1.set,6,145,batch_0002.npy
sub-03,sub-03_ses-1.set,7,146,batch_0002.npy
sub-03,sub-03_ses-1.set,8,147,batch_0002.npy
sub-03,sub-03_ses-1.set,9,148,batch_0002.npy
sub-03,sub-03_ses-1.set,10,149,batch_0002.npy
sub-03,sub-03_ses-1.set,11,150,batch_0002.npy
sub-03,sub-03_ses-1.set,12,151,batch_0002.npy
sub-03,sub-03_ses-1.set,13,152,batch_0002.npy
sub-03,sub-03_ses-1.set,14,153,batch_0002.npy
sub-03,sub-03_ses-1.set,15,154,batch_0002.npy
sub-03,sub-03_ses-1.set,16,155,batch_0002.npy
sub-03,sub-03_ses-1.set,17,156,batch_0002.npy
sub-03,sub-03_ses-1.set,18,157,batch_0002.npy
sub-03,sub-03_ses-1.set,19,158,batch_0002.npy
sub-03,sub-03_ses-1.set,20,159,batch_0002.npy
sub-03,sub-03_ses-1.set,21,160,batch_0002.npy
sub-03,sub-03_ses-1.set,22,161,batch_0002.npy
sub-03,sub-03_ses-1.set,23,162,batch_0002.npy
sub-03,sub-03_ses-1.set,24,163,batch_0002.npy
sub-03,sub-03_ses-1.set,25,164,batch_0002.npy
sub-03,sub-03_ses-1.set,26,165,batch_0002.npy
sub-03,sub-03_ses-1.set,27,166,batch_0002.npy
sub-03,sub-03_ses-1.set,28,167,batch_0002.npy
sub-03,sub-03_ses-1.set,29,168,batch_0002.npy
sub-03,sub-03_ses-1.set,30,169,batch_0002.npy
sub-03,sub-03_ses-1.set,31,170,batch_0002.npy
sub-03,sub-03_ses-1.set,32,171,batch_0002.npy
sub-03,sub-03_ses-1.set,33,172,batch_0002.npy
sub-03,sub-03_ses-1.set,34,173,batch_0002.npy
sub-03,sub-03_ses-1.set,35,174,batch_0002.npy
sub-03,sub-03_ses-1.set,36,175,batch_0002.npy
sub-03,sub-03_ses-1.set,37,176,batch_0002.npy
sub-03,sub-03_ses-1.set,38,177,batch_0002.npy
sub-03,sub-03_ses-1.set,39,178,batch_0002.npy
sub-03,sub-03_ses-1.set,40,179,batch_0002.npy
sub-03,sub-03_ses-1.set,41,180,batch_0002.npy
sub-03,sub-03_ses-1.set,42,181,batch_0002.npy
sub-03,sub-03_ses-1.set,43,182,batch_0002.npy
sub-03,sub-03_ses-1.set,44,183,batch_0002.npy
sub-03,sub-03_ses-1.set,45,184,batch_0002.npy
sub-03,sub-03_ses-1.set,46,185,batch_0002.npy
sub-03,sub-03_ses-1.set,47,186,batch_0002.npy
sub-03,sub-03_ses-1.set,48,187,batch_0002.npy
sub-03,sub-03_ses-1.set,49,188,batch_0002.npy
sub-03,sub-03_ses-1.set,50,189,batch_0002.npy
sub-03,sub-03_ses-1.set,51,190,batch_0002.npy
sub-03,sub-03_ses-1.set,52,191,batch_0002.npy
sub-03,sub-03_ses-1.set,53,192,batch_0002.npy
sub-03,sub-03_ses-1.set,54,193,batch_0002.npy
sub-03,sub-03_ses-1.set,55,194,batch_0002.npy
sub-03,sub-03_ses-1.set,56,195,batch_0002.npy
sub-03,sub-03_ses-1.set,57,196,batch_0002.npy
sub-03,sub-03_ses-1.set,58,197,batch_0002.npy
sub-03,sub-03_ses-1.set,59,198,batch_0002.npy
sub-03,sub-03_ses-1.set,60,199,batch_0002.npy
sub-03,sub-03_ses-1.set,61,200,batch_0002.npy
sub-03,sub-03_ses-1.set,62,201,batch_0002.npy
sub-03,sub-03_ses-1.set,63,202,batch_0002.npy
sub-03,sub-03_ses-1.set,64,203,batch_0002.npy
sub-03,sub-03_ses-1.set,65,204,batch_0002.npy
sub-03,sub-03_ses-1.set,66,205,batch_0002.npy
sub-03,sub-03_ses-1.set,67,206,batch_0002.npy
sub-03,sub-03_ses-1.set,68,207,batch_0002.npy
sub-03,sub-03_ses-1.set,69,208,batch_0002.npy
sub-03,sub-03_ses-1.set,70,209,batch_0002.npy
sub-03,sub-03_ses-1.set,71,210,batch_0002.npy
sub-03,sub-03_ses-1.set,72,211,batch_0002.npy
sub-04,sub-04_ses-1.set,0,212,batch_0003.npy
sub-04,sub-04_ses-1.set,1,213,batch_0003.npy
sub-04,sub-04_ses-1.set,2,214,batch_0003.npy
sub-04,sub-04_ses-1.set,3,215,batch_0003.npy
sub-05,sub-05_ses-1.set,0,216,batch_0004.npy
sub-05,sub-05_ses-1.set,1,217,batch_0004.npy
sub-05,sub-05_ses-1.set,2,218,batch_0004.npy
sub-05,sub-05_ses-1.set,3,219,batch_0004.npy
sub-05,sub-05_ses-1.set,4,220,batch_0004.npy
sub-05,sub-05_ses-1.set,5,221,batch_0004.npy
sub-05,sub-05_ses-1.set,6,222,batch_0004.npy
sub-05,sub-05_ses-1.set,7,223,batch_0004.npy
sub-05,sub-05_ses-1.set,8,224,batch_0004.npy
sub-05,sub-05_ses-1.set,9,225,batch_0004.npy
sub-05,sub-05_ses-1.set,10,226,batch_0004.npy
sub-05,sub-05_ses-1.set,11,227,batch_0004.npy
sub-05,sub-05_ses-1.set,12,228,batch_0004.npy
sub-05,sub-05_ses-1.set,13,229,batch_0004.npy
sub-05,sub-05_ses-1.set,14,230,batch_0004.npy
sub-05,sub-05_ses-1.set,15,231,batch_0004.npy
sub-05,sub-05_ses-1.set,16,232,batch_0004.npy
sub-05,sub-05_ses-1.set,17,233,batch_0004.npy
sub-05,sub-05_ses-1.set,18,234,batch_0004.npy
sub-05,sub-05_ses-1.set,19,235,batch_0004.npy
sub-05,sub-05_ses-1.set,20,236,batch_0004.npy
sub-05,sub-05_ses-1.set,21,237,batch_0004.npy
sub-05,sub-05_ses-1.set,22,238,batch_0004.npy
sub-05,sub-05_ses-1.set,23,239,batch_0004.npy
sub-05,sub-05_ses-1.set,24,240,batch_0004.npy
sub-05,sub-05_ses-1.set,25,241,batch_0004.npy
sub-05,sub-05_ses-1.set,26,242,batch_0004.npy
sub-05,sub-05_ses-1.set,27,243,batch_0004.npy
sub-05,sub-05_ses-1.set,28,244,batch_0004.npy
sub-05,sub-05_ses-1.set,29,245,batch_0004.npy
sub-05,sub-05_ses-1.set,30,246,batch_0004.npy
sub-05,sub-05_ses-1.set,31,247,batch_0004.npy
sub-05,sub-05_ses-1.set,32,248,batch_0004.npy
sub-05,sub-05_ses-1.set,33,249,batch_0004.npy
sub-05,sub-05_ses-1.set,34,250,batch_0004.npy
sub-05,sub-05_ses-1.set,35,251,batch_0004.npy
sub-05,sub-05_ses-1.set,36,252,batch_0004.npy
sub-05,sub-05_ses-1.set,37,253,batch_0004.npy
sub-05,sub-05_ses-1.set,38,254,batch_0004.npy
sub-05,sub-05_ses-1.set,39,255,batch_0004.npy
sub-05,sub-05_ses-1.set,40,256,batch_0004.npy
sub-05,sub-05_ses-1.set,41,257,batch_0004.npy
sub-05,sub-05_ses-1.set,42,258,batch_0004.npy
sub-05,sub-05_ses-1.set,43,259,batch_0004.npy
sub-05,sub-05_ses-1.set,44,260,batch_0004.npy
sub-05,sub-05_ses-1.set,45,261,batch_0004.npy
sub-05,sub-05_ses-1.set,46,262,batch_0004.npy
sub-05,sub-05_ses-1.set,47,263,batch_0004.npy
sub-05,sub-05_ses-1.set,48,264,batch_0004.npy
sub-05,sub-05_ses-1.set,49,265,batch_0004.npy
sub-05,sub-05_ses-1.set,50,266,batch_0004.npy
sub-05,sub-05_ses-1.set,51,267,batch_0004.npy
sub-05,sub-05_ses-1.set,52,268,batch_0004.npy
sub-05,sub-05_ses-1.set,53,269,batch_0004.npy
sub-05,sub-05_ses-1.set,54,270,batch_0004.npy
sub-05,sub-05_ses-1.set,55,271,batch_0004.npy
sub-05,sub-05_ses-1.set,56,272,batch_0004.npy
sub-05,sub-05_ses-1.set,57,273,batch_0004.npy
sub-05,sub-05_ses-1.set,58,274,batch_0004.npy
sub-05,sub-05_ses-1.set,59,275,batch_0004.npy
sub-05,sub-05_ses-1.set,60,276,batch_0004.npy
sub-05,sub-05_ses-1.set,61,277,batch_0004.npy
sub-05,sub-05_ses-1.set,62,278,batch_0004.npy
sub-05,sub-05_ses-1.set,63,279,batch_0004.npy
sub-05,sub-05_ses-1.set,64,280,batch_0004.npy
sub-06,sub-06_ses-1.set,0,281,batch_0005.npy
sub-06,sub-06_ses-1.set,1,282,batch_0005.npy
sub-06,sub-06_ses-1.set,2,283,batch_0005.npy
sub-06,sub-06_ses-1.set,3,284,batch_0005.npy
sub-06,sub-06_ses-1.set,4,285,batch_0005.npy
sub-06,sub-06_ses-1.set,5,286,batch_0005.npy
sub-06,sub-06_ses-1.set,6,287,batch_0005.npy
sub-06,sub-06_ses-1.set,7,288,batch_0005.npy
sub-06,sub-06_ses-1.set,8,289,batch_0005.npy
sub-06,sub-06_ses-1.set,9,290,batch_0005.npy
sub-06,sub-06_ses-1.set,10,291,batch_0005.npy
sub-06,sub-06_ses-1.set,11,292,batch_0005.npy
sub-06,sub-06_ses-1.set,12,293,batch_0005.npy
sub-06,sub-06_ses-1.set,13,294,batch_0005.npy
sub-06,sub-06_ses-1.set,14,295,batch_0005.npy
sub-06,sub-06_ses-1.set,15,296,batch_0005.npy
sub-06,sub-06_ses-1.set,16,297,batch_0005.npy
sub-06,sub-06_ses-1.set,17,298,batch_0005.npy
sub-06,sub-06_ses-1.set,18,299,batch_0005.npy
sub-06,sub-06_ses-1.set,19,300,batch_0005.npy
sub-06,sub-06_ses-1.set,20,301,batch_0005.npy
sub-06,sub-06_ses-1.set,21,302,batch_0005.npy
sub-06,sub-06_ses-1.set,22,303,batch_0005.npy
sub-06,sub-06_ses-1.set,23,304,batch_0005.npy
sub-06,sub-06_ses-1.set,24,305,batch_0005.npy
sub-06,sub-06_ses-1.set,25,306,batch_0005.npy
sub-06,sub-06_ses-1.set,26,307,batch_0005.npy
sub-06,sub-06_ses-1.set,27,308,batch_0005.npy
sub-06,sub-06_ses-1.set,28,309,batch_0005.npy
sub-06,sub-06_ses-1.set,29,310,batch_0005.npy
sub-06,sub-06_ses-1.set,30,311,batch_0005.npy
sub-06,sub-06_ses-1.set,31,312,batch_0005.npy
sub-06,sub-06_ses-1.set,32,313,batch_0005.npy
sub-06,sub-06_ses-1.set,33,314,batch_0005.npy
sub-06,sub-06_ses-1.set,34,315,batch_0005.npy
sub-06,sub-06_ses-1.set,35,316,batch_0005.npy
sub-06,sub-06_ses-1.set,36,317,batch_0005.npy
sub-06,sub-06_ses-1.set,37,318,batch_0005.npy
sub-06,sub-06_ses-1.set,38,319,batch_0005.npy
sub-06,sub-06_ses-1.set,39,320,batch_0005.npy
sub-06,sub-06_ses-1.set,40,321,batch_0005.npy
sub-06,sub-06_ses-1.set,41,322,batch_0005.npy
sub-06,sub-06_ses-1.set,42,323,batch_0005.npy
sub-06,sub-06_ses-1.set,43,324,batch_0005.npy
sub-06,sub-06_ses-1.set,44,325,batch_0005.npy
sub-06,sub-06_ses-1.set,45,326,batch_0005.npy
sub-06,sub-06_ses-1.set,46,327,batch_0005.npy
sub-06,sub-06_ses-1.set,47,328,batch_0005.npy
sub-06,sub-06_ses-1.set,48,329,batch_0005.npy
sub-06,sub-06_ses-1.set,49,330,batch_0005.npy
sub-06,sub-06_ses-1.set,50,331,batch_0005.npy
sub-06,sub-06_ses-1.set,51,332,batch_0005.npy
sub-06,sub-06_ses-1.set,52,333,batch_0005.npy
sub-06,sub-06_ses-1.set,53,334,batch_0005.npy
sub-06,sub-06_ses-1.set,54,335,batch_0005.npy
sub-06,sub-06_ses-1.set,55,336,batch_0005.npy
sub-06,sub-06_ses-1.set,56,337,batch_0005.npy
sub-06,sub-06_ses-1.set,57,338,batch_0005.npy
sub-06,sub-06_ses-1.set,58,339,batch_0005.npy
sub-06,sub-06_ses-1.set,59,340,batch_0005.npy
sub-06,sub-06_ses-1.set,60,341,batch_0005.npy
sub-06,sub-06_ses-1.set,61,342,batch_0005.npy
sub-06,sub-06_ses-1.set,62,343,batch_0005.npy
sub-06,sub-06_ses-1.set,63,344,batch_0005.npy
sub-06,sub-06_ses-1.set,64,345,batch_0005.npy
sub-06,sub-06_ses-1.set,65,346,batch_0005.npy
sub-06,sub-06_ses-1.set,66,347,batch_0005.npy
sub-06,sub-06_ses-1.set,67,348,batch_0005.npy
sub-06,sub-06_ses-1.set,68,349,batch_0005.npy
sub-06,sub-06_ses-1.set,69,350,batch_0005.npy
sub-06,sub-06_ses-1.set,70,351,batch_0005.npy
sub-06,sub-06_ses-1.set,71,352,batch_0005.npy
sub-06,sub-06_ses-1.set,72,353,batch_0005.npy
sub-06,sub-06_ses-1.set,73,354,batch_0005.npy
sub-07,sub-07_ses-1.set,0,355,batch_0006.npy
sub-07,sub-07_ses-1.set,1,356,batch_0006.npy
sub-07,sub-07_ses-1.set,2,357,batch_0006.npy
sub-07,sub-07_ses-1.set,3,358,batch_0006.npy
sub-07,sub-07_ses-1.set,4,359,batch_0006.npy
sub-07,sub-07_ses-1.set,5,360,batch_0006.npy
sub-07,sub-07_ses-1.set,6,361,batch_0006.npy
sub-07,sub-07_ses-1.set,7,362,batch_0006.npy
sub-07,sub-07_ses-1.set,8,363,batch_0006.npy
sub-07,sub-07_ses-1.set,9,364,batch_0006.npy
sub-07,sub-07_ses-1.set,10,365,batch_0006.npy
sub-07,sub-07_ses-1.set,11,366,batch_0006.npy
sub-07,sub-07_ses-1.set,12,367,batch_0006.npy
sub-07,sub-07_ses-1.set,13,368,batch_0006.npy
sub-07,sub-07_ses-1.set,14,369,batch_0006.npy
sub-07,sub-07_ses-1.set,15,370,batch_0006.npy
sub-07,sub-07_ses-1.set,16,371,batch_0006.npy
sub-07,sub-07_ses-1.set,17,372,batch_0006.npy
sub-07,sub-07_ses-1.set,18,373,batch_0006.npy
sub-07,sub-07_ses-1.set,19,374,batch_0006.npy
sub-07,sub-07_ses-1.set,20,375,batch_0006.npy
sub-07,sub-07_ses-1.set,21,376,batch_0006.npy
sub-07,sub-07_ses-1.set,22,377,batch_0006.npy
sub-07,sub-07_ses-1.set,23,378,batch_0006.npy
sub-07,sub-07_ses-1.set,24,379,batch_0006.npy
sub-07,sub-07_ses-1.set,25,380,batch_0006.npy
sub-07,sub-07_ses-1.set,26,381,batch_0006.npy
sub-07,sub-07_ses-1.set,27,382,batch_0006.npy
sub-07,sub-07_ses-1.set,28,383,batch_0006.npy
sub-07,sub-07_ses-1.set,29,384,batch_0006.npy
sub-07,sub-07_ses-1.set,30,385,batch_0006.npy
sub-07,sub-07_ses-1.set,31,386,batch_0006.npy
sub-07,sub-07_ses-1.set,32,387,batch_0006.npy
sub-07,sub-07_ses-1.set,33,388,batch_0006.npy
sub-07,sub-07_ses-1.set,34,389,batch_0006.npy
sub-07,sub-07_ses-1.set,35,390,batch_0006.npy
sub-07,sub-07_ses-1.set,36,391,batch_0006.npy
sub-07,sub-07_ses-1.set,37,392,batch_0006.npy
sub-07,sub-07_ses-1.set,38,393,batch_0006.npy
sub-07,sub-07_ses-1.set,39,394,batch_0006.npy
sub-07,sub-07_ses-1.set,40,395,batch_0006.npy
sub-07,sub-07_ses-1.set,41,396,batch_0006.npy
sub-07,sub-07_ses-1.set,42,397,batch_0006.npy
sub-07,sub-07_ses-1.set,43,398,batch_0006.npy
sub-07,sub-07_ses-1.set,44,399,batch_0006.npy
sub-07,sub-07_ses-1.set,45,400,batch_0006.npy
sub-07,sub-07_ses-1.set,46,401,batch_0006.npy
sub-07,sub-07_ses-1.set,47,402,batch_0006.npy
sub-07,sub-07_ses-1.set,48,403,batch_0006.npy
sub-07,sub-07_ses-1.set,49,404,batch_0006.npy
sub-07,sub-07_ses-1.set,50,405,batch_0006.npy
sub-07,sub-07_ses-1.set,51,406,batch_0006.npy
sub-07,sub-07_ses-1.set,52,407,batch_0006.npy
sub-07,sub-07_ses-1.set,53,408,batch_0006.npy
sub-07,sub-07_ses-1.set,54,409,batch_0006.npy
sub-07,sub-07_ses-1.set,55,410,batch_0006.npy
sub-07,sub-07_ses-1.set,56,411,batch_0006.npy
sub-07,sub-07_ses-1.set,57,412,batch_0006.npy
sub-07,sub-07_ses-1.set,58,413,batch_0006.npy
sub-07,sub-07_ses-1.set,59,414,batch_0006.npy
sub-07,sub-07_ses-1.set,60,415,batch_0006.npy
sub-07,sub-07_ses-1.set,61,416,batch_0006.npy
sub-07,sub-07_ses-1.set,62,417,batch_0006.npy
sub-08,sub-08_ses-1.set,0,418,batch_0007.npy
sub-08,sub-08_ses-1.set,1,419,batch_0007.npy
sub-08,sub-08_ses-1.set,2,420,batch_0007.npy
sub-08,sub-08_ses-1.set,3,421,batch_0007.npy
sub-08,sub-08_ses-1.set,4,422,batch_0007.npy
sub-08,sub-08_ses-1.set,5,423,batch_0007.npy
sub-08,sub-08_ses-1.set,6,424,batch_0007.npy
sub-08,sub-08_ses-1.set,7,425,batch_0007.npy
sub-08,sub-08_ses-1.set,8,426,batch_0007.npy
sub-08,sub-08_ses-1.set,9,427,batch_0007.npy
sub-08,sub-08_ses-1.set,10,428,batch_0007.npy
sub-08,sub-08_ses-1.set,11,429,batch_0007.npy
sub-08,sub-08_ses-1.set,12,430,batch_0007.npy
sub-08,sub-08_ses-1.set,13,431,batch_0007.npy
sub-08,sub-08_ses-1.set,14,432,batch_0007.npy
sub-08,sub-08_ses-1.set,15,433,batch_0007.npy
sub-08,sub-08_ses-1.set,16,434,batch_0007.npy
sub-08,sub-08_ses-1.set,17,435,batch_0007.npy
sub-08,sub-08_ses-1.set,18,436,batch_0007.npy
sub-08,sub-08_ses-1.set,19,437,batch_0007.npy
sub-08,sub-08_ses-1.set,20,438,batch_0007.npy
sub-08,sub-08_ses-1.set,21,439,batch_0007.npy
sub-08,sub-08_ses-1.set,22,440,batch_0007.npy
sub-08,sub-08_ses-1.set,23,441,batch_0007.npy
sub-08,sub-08_ses-1.set,24,442,batch_0007.npy
sub-08,sub-08_ses-1.set,25,443,batch_0007.npy
sub-08,sub-08_ses-1.set,26,444,batch_0007.npy
sub-08,sub-08_ses-1.set,27,445,batch_0007.npy
sub-08,sub-08_ses-1.set,28,446,batch_0007.npy
sub-08,sub-08_ses-1.set,29,447,batch_0007.npy
sub-08,sub-08_ses-1.set,30,448,batch_0007.npy
sub-08,sub-08_ses-1.set,31,449,batch_0007.npy
sub-08,sub-08_ses-1.set,32,450,batch_0007.npy
sub-08,sub-08_ses-1.set,33,451,batch_0007.npy
sub-08,sub-08_ses-1.set,34,452,batch_0007.npy
sub-08,sub-08_ses-1.set,35,453,batch_0007.npy
sub-08,sub-08_ses-1.set,36,454,batch_0007.npy
sub-08,sub-08_ses-1.set,37,455,batch_0007.npy
sub-08,sub-08_ses-1.set,38,456,batch_0007.npy
sub-08,sub-08_ses-1.set,39,457,batch_0007.npy
sub-08,sub-08_ses-1.set,40,458,batch_0007.npy
sub-08,sub-08_ses-1.set,41,459,batch_0007.npy
sub-08,sub-08_ses-1.set,42,460,batch_0007.npy
sub-08,sub-08_ses-1.set,43,461,batch_0007.npy
sub-08,sub-08_ses-1.set,44,462,batch_0007.npy
sub-08,sub-08_ses-1.set,45,463,batch_0007.npy
